"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"New Viscosity Correlations for Saturated and Undersaturated Arabian Crude Oil","https://scispace.com/paper/new-viscosity-correlations-for-saturated-and-undersaturated-4sloi7q0xl","2020","Journal Article","Arabian Journal for Science and Engineering","Othman R. Bin Abdulwahab
Abdulrahman A. AlQuraishi
Naif B. Alqahtani","10.1007/S13369-020-04579-3","","Newly developed correlations for undersaturated and saturated Arabian crude oil viscosities were developed and tested using two datasets of experimental measurements. The datasets cover 71 data points of measured undersaturated viscosity (μundersaturated), pressure (P), temperature (T), bubble point pressure (Pb), gas specific gravity (γg), crude oil API, viscosity at bubble point pressure (μb) and dead oil viscosity (μd) and 79 data points of saturated viscosity (μsaturated), pressure (P), temperature (T), bubble point pressure (Pb), gas specific gravity (γg), crude oil API, viscosity at bubble point pressure (μb) and dead oil viscosity (μd), gas–oil ratio (GOR) and gas solubility (Rs). The viscosity models were developed utilizing 80% of the datasets using forward step-wise regression method. The selection of the independent variables was carried out using graphical alternating conditional expectation program (GRACE), a nonparametric regression method, which produce and generate plots for the optimal transformation of the dependent and independent variables. The program also performs low- and high-degree polynomial curve fit up to six-degree polynomial to create the desired model. The models’ accuracy was validated using the rest of the datasets, and their efficiency was tested against some commonly used correlations utilizing average absolute relative error, average relative error and cross plots. The developed models proved to be very efficient and they accurately predicted the experimental undersaturated and saturated crudes viscosities with average absolute relative errors of 1.79% and 5.89%, respectively.","In this paper, the authors developed correlations for undersaturated and saturated Arabian crude oil viscosities using two datasets of experimental measurements, which cover 71 data points of measured undersaturated viscosity (μundersaturated), pressure (P), temperature (T), bubble point pressure(Pb), gas specific gravity (γg), crude oil API, viscoity at bubble point pressures (μb), dead oil viscoities (μd), gas solubility (Rs), gas-oil ratio (GOR), etc."
"A New Modified Compositional Viscosity Model for Medium-heavy Oils","https://scispace.com/paper/a-new-modified-compositional-viscosity-model-for-medium-34ao5fugqi","2013","Journal Article","Petroleum Science and Technology","Bipin Raut
Shirish Patil
Abhijit Dandekar
Santanu Khataniar","10.1080/10916466.2011.566033","","Viscosity of heavy oils is a key parameter in designing potential enhanced oil recovery methods. The recently proposed semiempirical viscosity model by Lindeloff et al. (2004) was studied in depth. This model is the simplest yet powerful tool for medium-heavy oil viscosities. Based on the analysis, appropriate adjustments have been suggested, with the major one being the division of the pressure-viscosity profile into three different regions. New modifications have improved the overall fit, including the saturated viscosities at low pressures. The %AAD for the data sets studied was found to be 1.37. However, with the limited geographically diverse data, it is not possible to make a comprehensive predictive model. A few limitations of the new model are also stated.","The semi-empirical viscosity model proposed by Lindeloff et al. as mentioned in this paper was studied in depth and appropriate adjustments have been suggested, with the major one being the division of the pressure-viscosity profile into three different regions."
"New Viscosity Correlation for Different Iraqi Oil Fields","https://scispace.com/paper/new-viscosity-correlation-for-different-iraqi-oil-fields-w31r33dn5ars","","","","Rwaida Kaiser Abdulmajeed","10.31699/ijcpe.2014.3.8","","Viscosity is one of the most important governing parameters of the fluid flow, either in the porous media or in pipelines. So it is important to use an accurate method to calculate the oil viscosity at various operating conditions. In the literature, several empirical correlations have been proposed for predicting crude oil viscosity. However, these correlations are limited to predict the oil viscosity at specified conditions. In the present work, an extensive experimental data of oil viscosities collected from different samples of Iraqi oil reservoirs was applied to develop a new correlation to calculate the oil viscosity at various operating conditions either for dead, saturated or under saturated reservoir. Validity and accuracy of the new correlation was confirmed by comparing the obtained results of this correlation and other ones, with experimental data for Iraqi oil samples. It was observed that the new correlation gave the most accurate agreement with the experimental data.","A new viscosity correlation is developed for Iraqi oil fields using extensive experimental data, outperforming existing correlations in predicting oil viscosity at various operating conditions, including dead, saturated, and undersaturated reservoirs."
"Improvement of the Expanded Fluid Viscosity Model\nfor Crude Oils: Effects of the Plus-Fraction Characterization Method\nand Density","https://scispace.com/paper/improvement-of-the-expanded-fluid-viscosity-model-nfor-crude-v4qtj596qoq5","2018","Repository","","","10.1021/acs.energyfuels.7b03735.s001","","The\nexpanded fluid (EF) model is known for its capacity to calculate\nthe viscosities of crude oil and its mixtures with solvents at high\npressure and temperature using a cubic equation of state with a minimum\namount of experimental data. The main drawback of the EF model is\nusually the requirement of a proper plus-fraction characterization\nand accurate density input data. In this study, the sensitivity of\nthe EF model to the characterization method and the density of the\noil was evaluated against viscosity data on reservoir fluids. The\noil viscosity was calculated above and below the saturation pressure\nin order to compare the EF model with other viscosity models available\nin the literature. The results confirmed that the viscosity strongly\ndepends on the quality of the density predictions as well as on a\ngood description of the phase behavior below the saturation pressure.\nThis demonstrates that proper characterization is needed in order\nto calculate the oil viscosity accurately. Furthermore, a new tuning\nmethod with minimum experimental data improved the viscosity prediction\nas a function of pressure. ",""
"Extension of the Expanded\nFluid Viscosity Model to\nCharacterized Oils","https://scispace.com/paper/extension-of-the-expanded-nfluid-viscosity-model-to-l4lhprkt5ppl","2015","Repository","","","10.1021/ef301575n.s001","","The Expanded Fluid (EF) viscosity model for Newtonian\nfluids is\nextended to crude oils characterized as mixtures of defined components\nand pseudo-components. The EF models take the fluid density, dilute\ngas viscosity, pressure, and fluid composition as inputs and requires\nthree fluid-specific parameters, &lt;i&gt;c&lt;/i&gt;&lt;sub&gt;2&lt;/sub&gt;, &lt;i&gt;c&lt;/i&gt;&lt;sub&gt;3&lt;/sub&gt;, and ρ&lt;sub&gt;s&lt;/sub&gt;&lt;sup&gt;o&lt;/sup&gt;, for the fluid or its components. Generally,\nexperimental viscosity data are required to determine these values\nfor each component. In this study, an internally consistent estimation\nmethod was developed to predict the fluid-specific parameters of the\nmodel for hydrocarbons when no experimental viscosity data are available.\nThe method uses &lt;i&gt;n&lt;/i&gt;-paraffins as the reference system\nand correlates the fluid-specific parameters for hydrocarbons as departures\nfrom the reference system. The method was evaluated against viscosity\ndata of over 250 pure hydrocarbon compounds and petroleum distillation\ncuts. The model predictions were within the same order of magnitude\nof the measurements, with an overall average absolute relative deviation\nof 31%. The method was then used to calculate the correlation parameters\nfor the pseudo-components of nine dead and live oils characterized\non the basis of their gas chromatography (GC) assays. The viscosities\nof the crude oils were predicted within a factor of 3 of the measured\nvalues using the measured density of the oils as the input. The applicability\nof the EF model was also demonstrated using the densities determined\nwith the Peng–Robinson equation of state. A simple method was\nproposed to tune the model to available viscosity data using a single\nmultiplier to the &lt;i&gt;c&lt;/i&gt;&lt;sub&gt;2&lt;/sub&gt; parameter (and also\nto &lt;i&gt;c&lt;/i&gt;&lt;sub&gt;3&lt;/sub&gt; and ρ&lt;sub&gt;s&lt;/sub&gt;&lt;sup&gt;o&lt;/sup&gt; if necessary) of the pseudo-components.\nSingle-parameter tuning of the model improved the viscosity prediction\nfor the characterized oils to within 30% of the measured values. ",""
"Evaluation of Heavy Oil/Bitumen- Solvent Mixture Viscosity Models","https://scispace.com/paper/evaluation-of-heavy-oil-bitumen-solvent-mixture-viscosity-bwoiky417f9n","","","","Y Wen
A Kantzas","10.2118/06-04-04","","High viscosity is a major concern in the recovery of heavy oil and bitumen. Viscosity reduction could be achieved by mixing bitumen with solvents. Cragoe(1) and Shu(2) have developed widely used methods for liquid mixture viscosity predictions. However, in these two models, the viscosities or densities of the heavy oil/bitumen and solvents have to be known at some reference condition.Low field nuclear magnetic resonance (NMR) relaxometry is an effective, non-destructive alternative for determining the petrophysical properties of oil reservoirs. It has also been shown to successfully predict the viscosity of conventional oils, heavy oils, and mixtures of oils with solvents.In this paper, a regression model of experimental data, Cragoe(l), Shu(1), and NMR models are compared with experimental data which were obtained from four heavy oil/bitumen samples mixed with six solvents in different ratios. NMR-based predictions are found to be similar to those of the Shu(2) model and superior to the predictions of the Cragoe(l) model.","This study evaluates viscosity models for heavy oil/bitumen-solvent mixtures, comparing Cragoe, Shu, and NMR-based predictions with experimental data, finding NMR-based predictions similar to Shu's and superior to Cragoe's."
"Evaluation of Viscosity Reducers for Heavy Crude Oil Viscosity Reduction and Displacement","https://scispace.com/paper/evaluation-of-viscosity-reducers-for-heavy-crude-oil-dyd9r87t","2022","Proceedings Article","83rd EAGE Annual Conference &amp; Exhibition","S. Chen
Ming-Yong Han
Abdulkarim M. AlSofi","10.3997/2214-4609.202210007","","Summary Chemicals for viscosity reduction play an important role in improving heavy oil production amongst other more commonly used technologies such as crude oil heating by steam, and oil dilution with solvents. The unique features of the viscosity reducer chemicals dissolved in aqueous solutions make it easy to handle and implement in wellbore lifting, huff-n-puff or well-to-well injection. In this work, the properties of water-soluble viscosity reducers were evaluated in synthetic brine for viscosity reduction of heavy crude oil. The sample with greatest performance in heavy oil viscosity reduction was selected for the heavy oil displacement test via core-flooding experiment. The efficiency of heavy oil production by the viscosity reducer injection was compared with that of polymer injection under the same experimental conditions. The cumulative heavy oil production by viscosity reducer flooding was more efficient than the polymer flooding, suggesting great potential of the viscosity reducer for heavy oil reservoir applications. Efficient viscosity reducers provide an economical way to improve heavy oil production. They would reduce the energy consumption in producing heavy oil from the subsurface formation to surface facilities. As such, the application of heavy oil viscosity reducer would not only improve well productivity but also reduce operational costs. ","In this paper , the properties of water-soluble viscosity reducers were evaluated in synthetic brine for reducing heavy crude oil in a core-flooding experiment."
"Improvement of the Expanded Fluid Viscosity Model for Crude Oils: Effects of the Plus-Fraction Characterization Method and Density","https://scispace.com/paper/improvement-of-the-expanded-fluid-viscosity-model-for-crude-y1qcrcs7f3","2018","Journal Article","Energy & Fuels","Victor Bouzas Regueira
Verônica J. Pereira
Gloria M.N. Costa
Silvio A.B. Vieira de Melo","10.1021/ACS.ENERGYFUELS.7B03735","","The expanded fluid (EF) model is known for its capacity to calculate the viscosities of crude oil and its mixtures with solvents at high pressure and temperature using a cubic equation of state with a minimum amount of experimental data. The main drawback of the EF model is usually the requirement of a proper plus-fraction characterization and accurate density input data. In this study, the sensitivity of the EF model to the characterization method and the density of the oil was evaluated against viscosity data on reservoir fluids. The oil viscosity was calculated above and below the saturation pressure in order to compare the EF model with other viscosity models available in the literature. The results confirmed that the viscosity strongly depends on the quality of the density predictions as well as on a good description of the phase behavior below the saturation pressure. This demonstrates that proper characterization is needed in order to calculate the oil viscosity accurately. Furthermore, a new tunin...","In this article, the sensitivity of the EF model to the characterization method and the density of the oil was evaluated against viscosity data on reservoir fluids, and the results confirmed that the viscosities strongly depend on the quality of the density predictions as well as on a good description of the phase behavior below the saturation pressure."
"Correlation estimates Saudi crude oil viscosity","https://scispace.com/paper/correlation-estimates-saudi-crude-oil-viscosity-zxyv8kkwbm","1990","","","M. Al-Blehed
M.H. Sayyouth
S.M. Desouky","","","A new correlation estimates the viscosity of Saudi crude oils in the undersaturated oil regions as a function of pressure, temperature, and API-gravity. Field data of 182 crude oil samples obtained from the major producing areas of Saudi reservoirs were statistically treated and used to derive the viscosity correlation. The accuracy of the developed correlation was determined using statistical error analysis. Statistical error analysis techniques were employed to check the validity of the developed correlation as compared to other published crude oil viscosity correlations using the field data of Saudi reservoirs. The results show that the developed correlation provides a more accurate estimation of crude oil viscosity with an average relative error of {minus} 13.58%.","In this paper, a new correlation was developed to estimate the viscosity of Saudi crude oils in the undersaturated oil regions as a function of pressure, temperature, and API-gravity."
"Development of a new correlation to predict viscosity of petroleum fractions","https://scispace.com/paper/development-of-a-new-correlation-to-predict-viscosity-of-2rfd49zsa7","2018","Journal Article","Journal of Animal Science","A. Abduallah
O. Sultan
E. Eltnay
M. Sweed","10.47891/SABUJAS.V1I1.93-104","https://scispace.com/pdf/development-of-a-new-correlation-to-predict-viscosity-of-2rfd49zsa7.pdf","Knowledge of temperature dependence of liquid viscosity plays an important role in a variety of engineering problems in oil and gas transportation. In this work an experimental database was established, which consists of kinematic viscosity for several petroleum fractions in kerosene and gas oil ranges. A new correlation was developed to predict the effect of temperature on Kinematic Viscosity of petroleum fractions of a wide boiling range from 30 to 200 C. This correlation is based on the correlation of viscosity of pure hydrocarbons that had been developed by Mehrotra (1995). Fitting parameters have been evaluated for 235 experimental data points from 31 true boiling point fractions of Libyan crude oils and for 144 data points Arab heavy, Arab medium, and Arab Berri crude oils. In addition, fitting parameters have also been evaluated for both Libyan and Arabian and other world crude-oil fractions. The proposed correlation fits the kinematic viscosity data with an overall average relative error of 2.7 % for the 33 Libyan crude oil fractions and 2.4 % for the 167 Arabian crude oils fractions, and 3.0 % for the 35 other world fractions.","In this paper, a new correlation was developed to predict the effect of temperature on Kinematic Viscosity of petroleum fractions of a wide boiling range from 30 to 200 C. This correlation is based on the correlation of viscosity of pure hydrocarbons that had been developed by Mehrotra (1995)."
"A novel mathematical model for modeling viscosity and temperature relationship for dead oils","https://scispace.com/paper/a-novel-mathematical-model-for-modeling-viscosity-and-38xsua6blaan","2024","Journal Article","Dental science reports","Alireza Dolatyari
Mohammad Ahmady
Alireza Kazemi","10.1038/s41598-024-73573-8","","Viscosity is crucial in subsurface and surface transport, used in engineering domains like heat transfer and pipeline design. However, measurements are limited, necessitating predictive viscosity relationships. Existing models lack precision or pertain to limited fluids, and accurately forecasting dead oil viscosity remains challenging due to errors. The study presents a mathematical algorithm to accurately estimate viscosity values in hydrocarbon fluids. It uses a robust non-linear regression technique to establish a reliable relationship between fluid viscosity and temperature within a specific temperature range. The algorithm is applied to extra-heavy to light crude oil samples from Iranian oilfields, revealing viscosity values ranging from 0.29 cp to 5328.74 cp within a dataset of 243 viscosity data points. After modeling each of these five fluids, the highest values obtained for the maximum absolute error and relative error are related to the fluid with an API gravity of 12.92. The maximum absolute error and relative error for this fluid sample are 1.25 cp and 6.04%, respectively. The algorithm offers acceptable precision in outcome models, even with limited training data, demonstrating its effectiveness in training models with less than 30% of available data. Moreover, these models end up with a near-unity coefficient of determination in testing data, reaffirming their proficiency at reflecting empirical data with remarkable accuracy. ","A novel mathematical model accurately estimates viscosity values in hydrocarbon fluids using non-linear regression, achieving high precision with limited training data and near-unity coefficient of determination in testing data for Iranian oilfield samples."
